passport,name,surname,flight_number,flight_date,airplane_license,airplane_model,airline_name,departure_airport,dep_city,dep_country,arrival_airport,arr_city,arr_country,baggage_belt,seat_number,flight_crew_license,flight_crew_role,flight_status_date,flight_status_hour,flight_status
SV7645244,Jeffery,Mills,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,26B,FWL4157,Captain,2025-08-13,22:02:00,on time
FE0529561,Danielle,Stewart,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,23F,FWL6269,First Officer,2025-08-15,15:56:19,delayed
QZ5413403,Shirley,Carter,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,14B,FWL8417,First Officer,2025-08-08,18:18:12,deviated
OP6768635,Cindy,Dunn,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,21A,FWL2481,Captain,2025-08-12,15:07:56,delayed
VZ4103713,Alexis,Gomez,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,24A,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
AB6997406,Carolyn,Morales,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,27B,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
OM5622780,Andrew,Hart,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,15F,FWL6269,First Officer,2025-08-15,15:56:19,delayed
SN1244513,Glenda,Walsh,DL176,2025-07-16,APL1003,Model-3,DL,CDG,Paris,France,MAD,Madrid,Spain,8,13A,FWL8635,First Officer,2025-07-16,17:34:54,arrived
CF6354547,Dale,Harrison,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,1E,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
YO6686104,Jacqueline,Barnes,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,15E,FWL7512,First Officer,2025-06-24,02:39:58,on time
OI9546078,Michael,Kirby,AA696,2025-07-03,APL1009,Model-4,AA,HND,Tokyo,Japan,LHR,London,UK,8,22A,FWL3110,Captain,2025-07-03,15:32:49,departed
TM5430959,Stephanie,Khan,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,23D,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
IS2211157,Tina,Martinez,BA270,2025-07-05,APL1006,Model-1,BA,SIN,Singapore,Singapore,DXB,Dubai,UAE,7,20D,FWL2661,First Officer,2025-07-05,09:56:15,canceled
UU5751668,Eric,James,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,13D,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
VK8371975,Derek,Griffith,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,6B,FWL8417,First Officer,2025-08-08,18:18:12,deviated
TN7475159,Veronica,Nelson,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,14A,FWL5625,First Officer,2025-06-29,17:29:58,departed
WW6545784,Breanna,Carter,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,8F,FWL2655,First Officer,2025-06-22,12:40:49,departed
ED5959828,Janet,Jones,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,7A,FWL7484,First Officer,2025-07-19,16:30:11,deviated
GU0778368,Melissa,Roberson,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,20D,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
UR9167007,Tammy,Garcia,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,8D,FWL3304,First Officer,2025-07-26,13:54:07,deviated
GG7937066,Jeffrey,Jones,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,2E,FWL5593,First Officer,2025-07-28,08:39:57,delayed
RN3193377,Candace,Green,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,21D,FWL2641,Captain,2025-07-16,20:25:19,arrived
RT9700200,Jennifer,Dixon,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,3E,FWL7512,First Officer,2025-06-24,02:39:58,on time
QA3506140,Timothy,Singh,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,15A,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
SI3085416,Mark,Mccullough,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,26F,FWL5278,Captain,2025-07-14,05:31:11,departed
IW2144229,Cynthia,Austin,AF594,2025-08-11,APL1000,Model-0,AF,DXB,Dubai,UAE,CDG,Paris,France,2,13E,FWL6424,Captain,2025-08-11,01:12:26,on time
CE5621825,Cassidy,Shaw,AA793,2025-07-20,APL1004,Model-4,AA,HND,Tokyo,Japan,CDG,Paris,France,9,10D,FWL5093,Captain,2025-07-20,08:31:34,on time
YZ9805192,Ryan,Moss,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,25C,FWL6269,First Officer,2025-08-15,15:56:19,delayed
UX1011582,Susan,Hill,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,28C,FWL2481,Captain,2025-08-12,15:07:56,delayed
RH3704990,Charlotte,Peters,AA533,2025-07-17,APL1001,Model-1,AA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,5,17B,FWL6238,Flight Attendant,2025-07-17,13:50:19,arrived
KJ4592686,Rose,Thompson,UA927,2025-07-11,APL1008,Model-3,UA,DXB,Dubai,UAE,MAD,Madrid,Spain,1,29A,FWL7342,Flight Attendant,2025-07-11,07:58:55,canceled
NX6573856,Robert,Morris,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,6E,FWL2020,First Officer,2025-06-21,08:34:16,arrived
AU7746305,Mark,Hawkins,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,13D,FWL8417,First Officer,2025-08-08,18:18:12,deviated
ME7174956,Jennifer,Moon,AF662,2025-08-01,APL1007,Model-2,AF,CDG,Paris,France,JFK,New York,USA,5,23B,FWL8869,Captain,2025-08-01,16:03:49,departed
ME7174956,Jennifer,Moon,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,9C,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
KN9654137,Samantha,Faulkner,AA189,2025-06-19,APL1006,Model-1,AA,AMS,Amsterdam,Netherlands,DXB,Dubai,UAE,9,24A,FWL8506,Captain,2025-06-19,19:55:08,delayed
BK6164260,Tina,Allen,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,23D,FWL2020,First Officer,2025-06-21,08:34:16,arrived
LW7734515,Joshua,Johnson,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,17F,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
HF7339721,Jason,Wilkinson,AF701,2025-07-16,APL1008,Model-3,AF,DXB,Dubai,UAE,LHR,London,UK,10,11D,FWL2641,Captain,2025-07-16,20:25:19,arrived
IR0074184,Riley,Miranda,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,2B,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
OX8796751,Dennis,Hall,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,10B,FWL1813,First Officer,2025-07-18,17:08:45,delayed
WZ3667922,Kimberly,Webb,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,25F,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
QK5592723,Marie,Chavez,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,10C,FWL2655,First Officer,2025-06-22,12:40:49,departed
RY3706617,Justin,Lee,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,7A,FWL8417,First Officer,2025-08-08,18:18:12,deviated
KP0321230,Tiffany,Smith,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,15D,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
QG6770944,Bobby,Horne,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,1E,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
IZ9264523,Renee,Owen,UA225,2025-06-21,APL1000,Model-0,UA,SIN,Singapore,Singapore,JFK,New York,USA,7,7E,FWL7471,First Officer,2025-06-21,04:23:06,canceled
ZB4837937,David,Baker,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,14D,FWL3304,First Officer,2025-07-26,13:54:07,deviated
FL2283554,Daniel,Cline,AF734,2025-08-13,APL1009,Model-4,AF,FRA,Frankfurt,Germany,HND,Tokyo,Japan,8,20F,FWL1999,Captain,2025-08-13,04:49:16,on time
VZ4103713,Alexis,Gomez,BA204,2025-07-07,APL1002,Model-2,BA,LHR,London,UK,JFK,New York,USA,7,2B,FWL7098,Flight Attendant,2025-07-07,05:27:30,arrived
RE1004522,Joann,Daniels,UA188,2025-07-07,APL1008,Model-3,UA,SIN,Singapore,Singapore,JFK,New York,USA,5,23A,FWL4974,First Officer,2025-07-07,06:55:11,arrived
WZ3667922,Kimberly,Webb,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,22E,FWL5625,First Officer,2025-06-29,17:29:58,departed
AB5293098,Jennifer,Gardner,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,3A,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
QA3506140,Timothy,Singh,DL700,2025-06-22,APL1002,Model-2,DL,LHR,London,UK,AMS,Amsterdam,Netherlands,7,6B,FWL2655,First Officer,2025-06-22,12:40:49,departed
EF9421081,Jennifer,Rose,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,22F,FWL4056,First Officer,2025-07-03,03:39:23,arrived
UN6547056,Joshua,Klein,AF594,2025-08-11,APL1000,Model-0,AF,DXB,Dubai,UAE,CDG,Paris,France,2,6D,FWL6424,Captain,2025-08-11,01:12:26,on time
PI7717719,Jeffrey,Gray,UA705,2025-06-24,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,30A,FWL9882,First Officer,2025-06-24,06:38:47,arrived
TU1419502,Robert,Lopez,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,10C,FWL5593,First Officer,2025-07-28,08:39:57,delayed
IM4653619,Sean,Hansen,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,27A,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
VG3297184,Scott,Navarro,AF594,2025-08-11,APL1000,Model-0,AF,DXB,Dubai,UAE,CDG,Paris,France,2,3C,FWL6424,Captain,2025-08-11,01:12:26,on time
IY5773012,Susan,Saunders,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,4F,FWL8417,First Officer,2025-08-08,18:18:12,deviated
SN1244513,Glenda,Walsh,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,17D,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
QZ5413403,Shirley,Carter,BA204,2025-07-07,APL1002,Model-2,BA,LHR,London,UK,JFK,New York,USA,7,23B,FWL7098,Flight Attendant,2025-07-07,05:27:30,arrived
PZ6082691,Amanda,Beck,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,19F,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
MC0722514,Abigail,Sanders,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,16F,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
VU8144624,John,Rivera,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,20C,FWL6846,Captain,2025-07-29,14:50:41,on time
AI8689082,Monica,Thompson,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,23B,FWL5278,Captain,2025-07-14,05:31:11,departed
CT5393120,Kevin,Estes,UA314,2025-07-21,APL1003,Model-3,UA,LHR,London,UK,LAX,Los Angeles,USA,1,32D,FWL7323,First Officer,2025-07-21,18:45:49,departed
LS4614936,George,Smith,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,8F,FWL4056,First Officer,2025-07-03,03:39:23,arrived
HT4538483,Kyle,Houston,AA793,2025-07-20,APL1004,Model-4,AA,HND,Tokyo,Japan,CDG,Paris,France,9,1A,FWL5093,Captain,2025-07-20,08:31:34,on time
EX8266175,Ryan,Miller,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,21A,FWL3304,First Officer,2025-07-26,13:54:07,deviated
RR5891208,David,Mcguire,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,14D,FWL4056,First Officer,2025-07-03,03:39:23,arrived
LK9957129,Thomas,Rivera,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,12E,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
YH4081467,Martin,Thomas,AA979,2025-07-23,APL1000,Model-0,AA,FRA,Frankfurt,Germany,JFK,New York,USA,3,21B,FWL1579,Flight Attendant,2025-07-23,07:46:46,delayed
RV7656433,Justin,Austin,AA491,2025-06-29,APL1006,Model-1,AA,CDG,Paris,France,LAX,Los Angeles,USA,8,26A,FWL3435,Captain,2025-06-29,02:06:45,arrived
ZB5595346,Kenneth,Chandler,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,17E,FWL6269,First Officer,2025-08-15,15:56:19,delayed
WJ9299063,Christopher,Graham,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,1A,FWL5593,First Officer,2025-07-28,08:39:57,delayed
LX4068330,Eric,Dominguez,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,13F,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
PN9991853,Jeffrey,Johnson,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,1B,FWL4056,First Officer,2025-07-03,03:39:23,arrived
MG5592962,Mark,Thomas,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,11F,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
AO0529086,Megan,Jarvis,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,11D,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
QU1286174,Sandra,Mccarty,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,21E,FWL1813,First Officer,2025-07-18,17:08:45,delayed
JS6112203,Heather,Turner,BA329,2025-08-03,APL1005,Model-0,BA,FRA,Frankfurt,Germany,DXB,Dubai,UAE,10,7E,FWL7108,Captain,2025-08-03,18:11:29,delayed
GG4929418,Stacy,Allen,AA882,2025-08-01,APL1003,Model-3,AA,MAD,Madrid,Spain,DXB,Dubai,UAE,10,5B,FWL6210,Flight Attendant,2025-08-01,08:31:03,arrived
ZS3593378,Tracy,West,BA329,2025-08-03,APL1005,Model-0,BA,FRA,Frankfurt,Germany,DXB,Dubai,UAE,10,11D,FWL7108,Captain,2025-08-03,18:11:29,delayed
LJ8497285,Susan,Lindsey,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,25B,FWL2481,Captain,2025-08-12,15:07:56,delayed
EP7189103,Tom,Brown,DL382,2025-07-19,APL1006,Model-1,DL,CDG,Paris,France,MAD,Madrid,Spain,1,10F,FWL7484,First Officer,2025-07-19,16:30:11,deviated
NZ5271378,Deborah,Garrison,AA189,2025-06-19,APL1006,Model-1,AA,AMS,Amsterdam,Netherlands,DXB,Dubai,UAE,9,2C,FWL8506,Captain,2025-06-19,19:55:08,delayed
LS0505551,Philip,Todd,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,16B,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
RZ5776049,Natasha,Moran,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,10B,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
QZ5413403,Shirley,Carter,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,6A,FWL6269,First Officer,2025-08-15,15:56:19,delayed
UU5751668,Eric,James,AF789,2025-06-29,APL1000,Model-0,AF,CDG,Paris,France,FRA,Frankfurt,Germany,8,25B,FWL5625,First Officer,2025-06-29,17:29:58,departed
TU1419502,Robert,Lopez,AF934,2025-08-16,APL1002,Model-2,AF,DXB,Dubai,UAE,HND,Tokyo,Japan,10,17A,FWL7415,Flight Attendant,2025-08-16,23:28:58,arrived
OK0305332,David,Rush,BA270,2025-07-05,APL1006,Model-1,BA,SIN,Singapore,Singapore,DXB,Dubai,UAE,7,5B,FWL2661,First Officer,2025-07-05,09:56:15,canceled
QL6387619,Chelsea,Austin,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,24E,FWL8317,Captain,2025-07-27,05:41:01,departed
ZG0737677,James,Werner,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,11B,FWL5593,First Officer,2025-07-28,08:39:57,delayed
QT5620223,Jacob,Carlson,AF766,2025-07-14,APL1003,Model-3,AF,CDG,Paris,France,SIN,Singapore,Singapore,6,9B,FWL5278,Captain,2025-07-14,05:31:11,departed
RF1954781,Ronnie,Rice,AA286,2025-07-26,APL1009,Model-4,AA,LAX,Los Angeles,USA,MAD,Madrid,Spain,8,13F,FWL3304,First Officer,2025-07-26,13:54:07,deviated
ES5413166,Paula,Hammond,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,1C,FWL2020,First Officer,2025-06-21,08:34:16,arrived
EM2403927,Maria,Black,AF919,2025-08-13,APL1009,Model-4,AF,MAD,Madrid,Spain,CDG,Paris,France,4,20A,FWL4157,Captain,2025-08-13,22:02:00,on time
QV7260113,Victoria,Ford,DL150,2025-07-28,APL1007,Model-2,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,5,22F,FWL5593,First Officer,2025-07-28,08:39:57,delayed
IB5817466,David,Goodwin,BA329,2025-08-03,APL1005,Model-0,BA,FRA,Frankfurt,Germany,DXB,Dubai,UAE,10,19C,FWL7108,Captain,2025-08-03,18:11:29,delayed
OX2089341,Shawna,Elliott,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,7B,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
GF6980712,James,Campbell,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,4C,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
SS4697669,John,Thompson,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,18A,FWL2481,Captain,2025-08-12,15:07:56,delayed
IG2983639,Angela,Baker,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,18E,FWL4056,First Officer,2025-07-03,03:39:23,arrived
FK9568730,Lindsey,Juarez,BA204,2025-07-07,APL1002,Model-2,BA,LHR,London,UK,JFK,New York,USA,7,18C,FWL7098,Flight Attendant,2025-07-07,05:27:30,arrived
IR0074184,Riley,Miranda,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,9B,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
EF9421081,Jennifer,Rose,DL519,2025-07-18,APL1008,Model-3,DL,AMS,Amsterdam,Netherlands,HND,Tokyo,Japan,2,16B,FWL1813,First Officer,2025-07-18,17:08:45,delayed
WV2718828,Tammie,Williams,BA900,2025-08-15,APL1005,Model-0,BA,SIN,Singapore,Singapore,AMS,Amsterdam,Netherlands,9,20C,FWL6269,First Officer,2025-08-15,15:56:19,delayed
BW9040771,Daniel,Salazar,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,22A,FWL8317,Captain,2025-07-27,05:41:01,departed
FL0364141,Patricia,Lyons,DL602,2025-08-09,APL1000,Model-0,DL,LHR,London,UK,JFK,New York,USA,4,2A,FWL1326,Flight Attendant,2025-08-09,03:29:32,canceled
VG3297184,Scott,Navarro,BA100,2025-07-06,APL1005,Model-0,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,6,6F,FWL1975,Captain,2025-07-06,05:03:57,delayed
PF9573532,David,Ayala,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,12C,FWL4056,First Officer,2025-07-03,03:39:23,arrived
LX4068330,Eric,Dominguez,AA793,2025-07-20,APL1004,Model-4,AA,HND,Tokyo,Japan,CDG,Paris,France,9,23F,FWL5093,Captain,2025-07-20,08:31:34,on time
LJ8497285,Susan,Lindsey,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,30D,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
NT2089414,Brianna,Johnson,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,3F,FWL8417,First Officer,2025-08-08,18:18:12,deviated
LU5805028,Todd,Lawson,DL529,2025-07-22,APL1007,Model-2,DL,JFK,New York,USA,CDG,Paris,France,9,15C,FWL7767,Flight Attendant,2025-07-22,06:08:59,departed
WT0350014,Lindsey,Hill,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,8B,FWL8317,Captain,2025-07-27,05:41:01,departed
ZD7672544,Jessica,Fisher,BA776,2025-07-03,APL1004,Model-4,BA,LHR,London,UK,AMS,Amsterdam,Netherlands,6,9C,FWL4056,First Officer,2025-07-03,03:39:23,arrived
CU0594984,Samuel,Barnes,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,23F,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
GG4929418,Stacy,Allen,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,15D,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
MO2842572,Benjamin,Cruz,UA705,2025-08-13,APL1007,Model-2,UA,FRA,Frankfurt,Germany,AMS,Amsterdam,Netherlands,1,16A,FWL4817,Flight Attendant,2025-08-13,01:25:57,arrived
MQ2948620,Joyce,Rodriguez,AA343,2025-07-27,APL1005,Model-0,AA,LAX,Los Angeles,USA,CDG,Paris,France,6,15B,FWL8317,Captain,2025-07-27,05:41:01,departed
HI5285368,Michael,Matthews,DL342,2025-08-08,APL1004,Model-4,DL,HND,Tokyo,Japan,LAX,Los Angeles,USA,6,17A,FWL8417,First Officer,2025-08-08,18:18:12,deviated
GG7937066,Jeffrey,Jones,AA189,2025-06-19,APL1006,Model-1,AA,AMS,Amsterdam,Netherlands,DXB,Dubai,UAE,9,26A,FWL8506,Captain,2025-06-19,19:55:08,delayed
UR9167007,Tammy,Garcia,AF594,2025-08-11,APL1000,Model-0,AF,DXB,Dubai,UAE,CDG,Paris,France,2,21A,FWL6424,Captain,2025-08-11,01:12:26,on time
AC2857512,Stephanie,Simmons,AA450,2025-07-01,APL1002,Model-2,AA,DXB,Dubai,UAE,CDG,Paris,France,2,15D,FWL6536,Flight Attendant,2025-07-01,13:08:33,canceled
LS0505551,Philip,Todd,UA225,2025-06-21,APL1000,Model-0,UA,SIN,Singapore,Singapore,JFK,New York,USA,7,20B,FWL7471,First Officer,2025-06-21,04:23:06,canceled
FL2283554,Daniel,Cline,BA223,2025-08-12,APL1008,Model-3,BA,LAX,Los Angeles,USA,FRA,Frankfurt,Germany,2,31D,FWL2481,Captain,2025-08-12,15:07:56,delayed
VP1138788,Kathryn,Petersen,UA885,2025-06-18,APL1009,Model-4,UA,FRA,Frankfurt,Germany,CDG,Paris,France,5,7F,FWL9743,Flight Attendant,2025-06-18,16:05:14,arrived
TK2280528,Melanie,Wilson,UA430,2025-07-29,APL1002,Model-2,UA,CDG,Paris,France,DXB,Dubai,UAE,3,19C,FWL6846,Captain,2025-07-29,14:50:41,on time
QW0529393,Cassandra,Hanson,AA533,2025-07-17,APL1001,Model-1,AA,DXB,Dubai,UAE,FRA,Frankfurt,Germany,5,8B,FWL6238,Flight Attendant,2025-07-17,13:50:19,arrived
ZG1473653,Timothy,Lowe,AF898,2025-07-09,APL1001,Model-1,AF,HND,Tokyo,Japan,AMS,Amsterdam,Netherlands,8,23E,FWL8750,Captain,2025-07-09,12:09:18,on time
HM0444022,Sarah,Wilkins,UA569,2025-06-21,APL1001,Model-1,UA,MAD,Madrid,Spain,LHR,London,UK,2,19E,FWL2020,First Officer,2025-06-21,08:34:16,arrived
KJ4592686,Rose,Thompson,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,18A,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
IY0991942,Adrian,Harris,UA946,2025-07-24,APL1009,Model-4,UA,JFK,New York,USA,FRA,Frankfurt,Germany,6,10D,FWL7492,Flight Attendant,2025-07-24,03:34:54,arrived
WZ8807398,Jessica,Lee,AA126,2025-06-24,APL1003,Model-3,AA,CDG,Paris,France,HND,Tokyo,Japan,5,7F,FWL7512,First Officer,2025-06-24,02:39:58,on time
RN3193377,Candace,Green,UA284,2025-06-20,APL1000,Model-0,UA,LAX,Los Angeles,USA,MAD,Madrid,Spain,1,16F,FWL8728,Flight Attendant,2025-06-20,12:30:55,departed
MX8042076,Melanie,Jackson,UA751,2025-07-08,APL1000,Model-0,UA,LAX,Los Angeles,USA,JFK,New York,USA,2,7B,FWL4361,Flight Attendant,2025-07-08,17:39:50,on time
RE1004522,Joann,Daniels,BA648,2025-06-30,APL1007,Model-2,BA,MAD,Madrid,Spain,FRA,Frankfurt,Germany,1,5D,FWL9226,Flight Attendant,2025-06-30,20:58:05,delayed
